entity:1kg_sub_sample_id	BAM_File_Path	BAM_File_Ref	BAM_INDEX_File_Ref	Sample
0510dc54-3db5-4447-a06a-6e5df63b62bf	/bam_files/NA18534.mapped.ILLUMINA.bwa.CHB.low_coverage.20120522.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_3bcbe02c-1b5d-4b17-83d0-028ffac20687	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/b57ab541-8954-4a4b-993d-0bdb6feb77f2/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/NA18534.mapped.ILLUMINA.bwa.CHB.low_coverage.20120522.bam.bai	NA18534
056aadd0-97f3-4d5e-8698-588f58d7f79d	/bam_files/NA20874.mapped.ILLUMINA.bwa.GIH.low_coverage.20120522.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_3c116b51-4f6f-4964-b5d8-118b17eafa84	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/dd2204c7-58f1-48ef-8a1a-91b3e9013db3/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/NA20874.mapped.ILLUMINA.bwa.GIH.low_coverage.20120522.bam.bai	NA20874
059b03bd-bb56-4034-85d4-4047911806ff	/bam_files/HG01384.mapped.ILLUMINA.bwa.CLM.low_coverage.20120522.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_7a08dc32-8fa8-4105-90de-0510ae8cc57f	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/e0bd1881-0f9c-4e9a-b735-cda3e8900760/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/HG01384.mapped.ILLUMINA.bwa.CLM.low_coverage.20120522.bam.bai	HG01384
05a38123-bc90-4e78-a766-20f4719c95b7	/bam_files/HG04118.mapped.ILLUMINA.bwa.ITU.low_coverage.20121211.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_96401fd8-053a-4010-9c4f-65f24acd3ceb	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/f1ab9a50-18a0-4229-9f7e-6c24915ebd1d/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/HG04118.mapped.ILLUMINA.bwa.ITU.low_coverage.20121211.bam.bai	HG04118
05c89207-7967-402c-a4e9-d6765ec40534	/bam_files/NA19089.mapped.ILLUMINA.bwa.JPT.low_coverage.20130415.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_d60234cc-e1b0-46b6-ad86-eed6f60fd2bd	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/0dc38b86-f96c-440a-b1a1-7e318cc484c4/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/NA19089.mapped.ILLUMINA.bwa.JPT.low_coverage.20130415.bam.bai	NA19089
05e9596c-568a-48f2-9b7f-9fa16df6ef00	/bam_files/HG02318.mapped.ILLUMINA.bwa.ACB.low_coverage.20130415.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_0b8c9b29-ec79-425c-a83c-de541f5f379f	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/99411191-f8fb-4863-b7e7-0c434c180173/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/HG02318.mapped.ILLUMINA.bwa.ACB.low_coverage.20130415.bam.bai	HG02318
05f945f6-c240-48d2-829c-457dc144f9a2	/bam_files/HG00284.mapped.ILLUMINA.bwa.FIN.low_coverage.20120522.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_6f795c24-9665-4397-99bb-c4bb88af50dc	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/6bb339e6-f032-4586-bdc1-2846f375ad6e/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/HG00284.mapped.ILLUMINA.bwa.FIN.low_coverage.20120522.bam.bai	HG00284
0605ee97-c987-4c42-9d45-40fce71fac82	/bam_files/HG01565.mapped.ILLUMINA.bwa.PEL.low_coverage.20120522.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_df0fd63a-4537-4b82-90ac-2f7c134ecb6d	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/7cf7fe0d-c47b-4d33-83c3-b6f766a407ab/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/HG01565.mapped.ILLUMINA.bwa.PEL.low_coverage.20120522.bam.bai	HG01565
06368455-c2a9-4c48-80c1-a2eb260cb7e0	/bam_files/NA19092.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_78e55ebd-448d-48bc-9910-01a07a0ca4f8	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/38e07606-88a2-49da-969c-553e7d140e14/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/NA19092.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam.bai	NA19092
06835a62-d6d0-428e-bb76-4ac8e61fc49d	/bam_files/NA19095.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_21458bb2-57b9-4f3d-a00d-3c8b6f18eeb5	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/f5cbdc03-f03b-43a1-9c38-3d18764f571b/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/NA19095.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam.bai	NA19095
069a57b2-d834-4ed9-8808-5254ea90e082	/bam_files/HG03572.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_c8a04e24-9ef5-4277-8347-a2b46fb476fd	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/bdedb0e2-edd8-4293-bbc0-d743353579ca/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/HG03572.mapped.ILLUMINA.bwa.MSL.low_coverage.20121211.bam.bai	HG03572
06b118e3-1fe8-4aa6-9db9-b1e696bd71c5	/bam_files/NA20851.mapped.ILLUMINA.bwa.GIH.low_coverage.20120522.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_3fc08611-c18b-4d6a-834e-c02131e21def	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/a9a12de3-f69b-49d9-b90e-77582327c63c/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/NA20851.mapped.ILLUMINA.bwa.GIH.low_coverage.20120522.bam.bai	NA20851
06c1eeb8-8ac5-4a45-b803-58be3f0c1d5d	/bam_files/NA20866.mapped.ILLUMINA.bwa.GIH.low_coverage.20120522.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_437e7165-8233-441a-a8c6-f1dfd632765b	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/c0d961e2-b7c8-476e-a05a-835105507802/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/NA20866.mapped.ILLUMINA.bwa.GIH.low_coverage.20120522.bam.bai	NA20866
06e51e52-2e2e-4fd5-89b2-85e62306833c	/bam_files/HG02817.mapped.ILLUMINA.bwa.GWD.low_coverage.20121211.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_9ce2a1c9-f68f-4f07-b7cd-a062dd3a4d41	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/7a968fdf-c6fe-49b0-8143-064e13037cc4/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/HG02817.mapped.ILLUMINA.bwa.GWD.low_coverage.20121211.bam.bai	HG02817
06e7526f-eddf-4558-98a9-1037d4372030	/bam_files/HG02685.mapped.ILLUMINA.bwa.PJL.low_coverage.20121211.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_15724b10-c55b-46c5-ab2c-3296f3616f86	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/63ee205c-88f9-46ed-82c1-2f209b937f3f/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/HG02685.mapped.ILLUMINA.bwa.PJL.low_coverage.20121211.bam.bai	HG02685
06febe4e-a7fb-4945-a657-841f916d3ce2	/bam_files/NA19713.mapped.ILLUMINA.bwa.ASW.low_coverage.20120522.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_17a63f4b-f1a2-4b88-862c-aa2d7b0eee84	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/127cdd41-787d-4734-83ef-d4a410008b6a/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/NA19713.mapped.ILLUMINA.bwa.ASW.low_coverage.20120522.bam.bai	NA19713
0719ece5-ad8e-48c3-858c-c3a1c491869c	/bam_files/HG01874.mapped.ILLUMINA.bwa.KHV.low_coverage.20120522.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_cfe0d220-129f-46ea-a85b-021ecdbca3a4	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/96aeaa68-d792-4b1f-b9cf-a35be63686c7/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/HG01874.mapped.ILLUMINA.bwa.KHV.low_coverage.20120522.bam.bai	HG01874
0752f960-dfcd-41fa-800b-8a5debbd89d4	/bam_files/HG00188.mapped.ILLUMINA.bwa.FIN.low_coverage.20121211.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_c207aa35-ebb7-43f6-a0d6-ae58c2581327	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/d4ee8768-9c42-4384-8b7b-0d4ad20ddc4f/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/HG00188.mapped.ILLUMINA.bwa.FIN.low_coverage.20121211.bam.bai	HG00188
075e2ac5-59f8-40bc-90d6-ef90c234f640	/bam_files/NA12006.mapped.ILLUMINA.bwa.CEU.low_coverage.20121211.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_2bad17e4-e27c-4abf-aca6-ec82ee2ffac7	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/b33fc6e9-a68d-4f10-a309-de1f7aa387be/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/NA12006.mapped.ILLUMINA.bwa.CEU.low_coverage.20121211.bam.bai	NA12006
07e75966-87f1-45ed-9a12-c398d0b00d72	/bam_files/NA12717.mapped.ILLUMINA.bwa.CEU.low_coverage.20130422.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_62df8bbd-2dcc-471c-ae8e-f1b20c3164dd	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/e43821c6-dfaa-4e37-9698-1f15c8cad8e3/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/NA12717.mapped.ILLUMINA.bwa.CEU.low_coverage.20130422.bam.bai	NA12717
07fa4c5a-ac6b-4298-a376-49176787b472	/bam_files/HG02087.mapped.ILLUMINA.bwa.KHV.low_coverage.20130415.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_b5efb1d9-d4cf-40a3-a200-506419fd66c9	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/030d71dd-f2d2-427f-a8b3-8116a6ce5f84/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/HG02087.mapped.ILLUMINA.bwa.KHV.low_coverage.20130415.bam.bai	HG02087
08152e48-c52c-4915-963f-f91d38784b78	/bam_files/HG00334.mapped.ILLUMINA.bwa.FIN.low_coverage.20120522.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_4ac609cc-8ac0-4d0f-9f3c-1f5e8e53bce8	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/575bafaf-b1b3-44f5-8f09-38e05e88cc7a/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/HG00334.mapped.ILLUMINA.bwa.FIN.low_coverage.20120522.bam.bai	HG00334
086c2297-372e-4bc3-9bfd-e7d1f0bb988a	/bam_files/HG03112.mapped.ILLUMINA.bwa.ESN.low_coverage.20130415.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_a1c640a4-7b98-4333-9c3d-c6d9a36ad39d	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/effb2ea0-4e44-40a0-bb73-3924b817ccc2/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/HG03112.mapped.ILLUMINA.bwa.ESN.low_coverage.20130415.bam.bai	HG03112
086dddc4-7e40-4935-b2f2-cbc0f7dda0ab	/bam_files/HG03971.mapped.ILLUMINA.bwa.ITU.low_coverage.20121211.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_40655499-597e-4136-aaf1-802bd0dc0aa0	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/ab03bd1d-a70f-4d27-8c3e-fc9b31e5639a/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/HG03971.mapped.ILLUMINA.bwa.ITU.low_coverage.20121211.bam.bai	HG03971
087166a1-f69c-4a59-bb40-fbd6e2c34f50	/bam_files/HG03895.mapped.ILLUMINA.bwa.STU.low_coverage.20121211.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_8b9d9af3-7490-4c8b-97a5-29975d0c4487	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/0439ba0b-8d8b-44db-9abf-d7e0bb55c9da/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/HG03895.mapped.ILLUMINA.bwa.STU.low_coverage.20121211.bam.bai	HG03895
0891ea54-7e54-44b5-9d09-b07ce03b5fe4	/bam_files/HG02541.mapped.ILLUMINA.bwa.ACB.low_coverage.20130415.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_4935dc14-dc2e-4b3e-9a4e-c9e00ad463b8	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/ce1bf89f-aa77-4482-9287-903c0cd429a1/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/HG02541.mapped.ILLUMINA.bwa.ACB.low_coverage.20130415.bam.bai	HG02541
08938817-8c58-4f68-9fd7-7b999b41b0d2	/bam_files/HG01366.mapped.ILLUMINA.bwa.CLM.low_coverage.20120522.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_81042168-7b6a-4572-b9c8-c43db1ba185d	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/f06c7b8c-c1f6-4421-9e9e-40d452591f1a/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/HG01366.mapped.ILLUMINA.bwa.CLM.low_coverage.20120522.bam.bai	HG01366
08a26f09-bd1e-4f80-b88b-ece5599f5dcd	/bam_files/NA18498.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_5319a481-573b-445a-8ce1-1bcb85d99d57	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/d3e09392-2348-45eb-8758-944a30d10403/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/NA18498.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam.bai	NA18498
08a3fda5-efdd-4416-a937-97c7352ff078	/bam_files/HG00428.mapped.ILLUMINA.bwa.CHS.low_coverage.20130415.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_7f600755-e6d1-4d2e-a4c0-3a64963a9118	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/39e29e98-076f-4f74-8825-ba8cd366692f/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/HG00428.mapped.ILLUMINA.bwa.CHS.low_coverage.20130415.bam.bai	HG00428
08a57038-53c2-4b51-95bb-8a9aa7ee8b61	/bam_files/HG01566.mapped.ILLUMINA.bwa.PEL.low_coverage.20120522.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_4cae3489-a7c8-4c37-99ef-09edd13c0b99	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/51a8a3a5-ce43-4d9b-93ef-474ed18edc68/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/HG01566.mapped.ILLUMINA.bwa.PEL.low_coverage.20120522.bam.bai	HG01566
08ad2419-f0ad-467d-964a-f97a4719865d	/bam_files/HG02731.mapped.ILLUMINA.bwa.PJL.low_coverage.20130415.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_16160852-65ad-4264-8c29-1696ed515e93	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/3c112258-62f8-4f6b-a21d-08d9d87fe276/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/HG02731.mapped.ILLUMINA.bwa.PJL.low_coverage.20130415.bam.bai	HG02731
08b945ab-0db3-4ba4-b877-388cb19bed83	/bam_files/HG03235.mapped.ILLUMINA.bwa.PJL.low_coverage.20121211.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_d52c8152-1c5d-4cc0-9ac6-9f4e19054c44	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/57bdfc06-270a-4025-87cf-71ea7c94c426/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/HG03235.mapped.ILLUMINA.bwa.PJL.low_coverage.20121211.bam.bai	HG03235
08bf3fd8-ca33-45c6-a884-135a77fae799	/bam_files/HG02407.mapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_74f8a2fb-1723-4d37-a45b-31f34e3f5f48	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/77d9bf9d-b56b-4a37-8e6d-b9224548af19/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/HG02407.mapped.ILLUMINA.bwa.CDX.low_coverage.20120522.bam.bai	HG02407
0907d4cb-d4cf-4aa2-97dc-346e97abf911	/bam_files/HG04047.mapped.ILLUMINA.bwa.STU.low_coverage.20130415.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_eb350f59-b6f4-4d3f-af79-13204b4be1c4	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/1b1acffa-2d7a-4c4e-b269-daee719643a5/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/HG04047.mapped.ILLUMINA.bwa.STU.low_coverage.20130415.bam.bai	HG04047
0917c685-91a9-49bd-a253-9a4e6dfc98f2	/bam_files/HG00599.mapped.ILLUMINA.bwa.CHS.low_coverage.20121211.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_0411c112-3abe-4cc7-a066-83bd5979ca37	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/186c56b0-c71e-4d01-8289-01d984a16042/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/HG00599.mapped.ILLUMINA.bwa.CHS.low_coverage.20121211.bam.bai	HG00599
092de637-508e-49f9-97d4-278d47f61fe0	/bam_files/HG01066.mapped.ILLUMINA.bwa.PUR.low_coverage.20120522.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_b1cb68e7-589b-4a4c-bc71-8c01a48ee833	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/972d32d8-88c7-482c-8c0a-223c2ff9cc4f/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/HG01066.mapped.ILLUMINA.bwa.PUR.low_coverage.20120522.bam.bai	HG01066
093e35b3-549d-4edc-8cbd-9f38f45572e4	/bam_files/HG03830.mapped.ILLUMINA.bwa.BEB.low_coverage.20130415.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_21e6e00f-8e99-43fa-9991-5636dda1e3ae	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/fc3342e2-dfc4-4b30-9beb-e6599a428f5d/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/HG03830.mapped.ILLUMINA.bwa.BEB.low_coverage.20130415.bam.bai	HG03830
09991b66-1dcc-4fd5-b357-ef1e37927002	/bam_files/NA21135.mapped.ILLUMINA.bwa.GIH.low_coverage.20130415.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_a776b93e-230b-403a-a6c6-43dfa83022f5	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/1e731ba1-ecad-47f7-bda2-6812882ba8a4/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/NA21135.mapped.ILLUMINA.bwa.GIH.low_coverage.20130415.bam.bai	NA21135
09a71d6a-1e70-4f57-a095-0ba261cc261e	/bam_files/HG04200.mapped.ILLUMINA.bwa.ITU.low_coverage.20130415.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_14b4bb97-f990-469d-9357-daa73d79b281	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/4c3a81b4-f4d1-4b6b-a63e-27a22bdfff5d/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/HG04200.mapped.ILLUMINA.bwa.ITU.low_coverage.20130415.bam.bai	HG04200
09e225e1-4a2d-4955-958b-47830415f85a	/bam_files/HG03115.mapped.ILLUMINA.bwa.ESN.low_coverage.20130415.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_69d29ba2-fbb5-4217-aa05-5bbf2a130112	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/1d7b4396-a6cf-47dd-8f9b-97d0c4dc31bd/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/HG03115.mapped.ILLUMINA.bwa.ESN.low_coverage.20130415.bam.bai	HG03115
0a2aa74b-f491-48db-85be-b087a3a0cbdd	/bam_files/HG01846.mapped.ILLUMINA.bwa.KHV.low_coverage.20120522.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_11c8c65b-0a2d-4266-a3ac-7701262f2a29	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/79ff4224-0b62-4c69-a334-db2ca04630c2/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/HG01846.mapped.ILLUMINA.bwa.KHV.low_coverage.20120522.bam.bai	HG01846
0a317ffe-4e8a-43be-8582-729cc60707c6	/bam_files/HG03789.mapped.ILLUMINA.bwa.ITU.low_coverage.20130415.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_8aa2be6f-9054-4915-bb62-c5854deb319d	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/dc63f2c7-ad9a-4976-abfc-e6c29e3f41c8/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/HG03789.mapped.ILLUMINA.bwa.ITU.low_coverage.20130415.bam.bai	HG03789
0a31f288-f780-4837-b881-36e105542994	/bam_files/HG03882.mapped.ILLUMINA.bwa.ITU.low_coverage.20130422.bam	drs://data.terra.bio/v1_c0dc283d-adad-4614-9f6c-1e101dd9b443_1818effb-3ef6-4027-982e-14855d581a64	gs://fc-9db09784-fa15-41bb-80f3-28fbc05c715a/76515963-195a-40d9-9d52-89eed542c9a5/BuildBamIndexWithSamtools/2dab85de-241e-4203-ae13-99f35659e371/call-SamtoolsIndex/glob-6efbc60cb1e0959bab4e467327a9416c/HG03882.mapped.ILLUMINA.bwa.ITU.low_coverage.20130422.bam.bai	HG03882
